relative_seconds,direction,src,src_port,dst,dst_port,udp_payload_bytes,captured_frame_bytes
59.628720,from_game,GAME_ENDPOINT_01,30925,LOCAL_CLIENT,56215,81,123
59.634997,to_game,LOCAL_CLIENT,56215,GAME_ENDPOINT_01,30925,9,51
59.644878,from_game,GAME_ENDPOINT_01,30925,LOCAL_CLIENT,56215,245,287
59.645837,to_game,LOCAL_CLIENT,56215,GAME_ENDPOINT_01,30925,70,112
59.658619,to_game,LOCAL_CLIENT,56215,GAME_ENDPOINT_01,30925,10,52
59.660980,from_game,GAME_ENDPOINT_01,30925,LOCAL_CLIENT,56215,113,155
59.665006,to_game,LOCAL_CLIENT,56215,GAME_ENDPOINT_01,30925,10,52
59.678241,from_game,GAME_ENDPOINT_01,30925,LOCAL_CLIENT,56215,92,134
59.688967,to_game,LOCAL_CLIENT,56215,GAME_ENDPOINT_01,30925,44,86
59.695480,from_game,GAME_ENDPOINT_01,30925,LOCAL_CLIENT,56215,143,185
59.704201,to_game,LOCAL_CLIENT,56215,GAME_ENDPOINT_01,30925,10,52
59.709592,from_game,GAME_ENDPOINT_01,30925,LOCAL_CLIENT,56215,69,111
59.712455,to_game,LOCAL_CLIENT,56215,GAME_ENDPOINT_01,30925,10,52
59.727952,from_game,GAME_ENDPOINT_01,30925,LOCAL_CLIENT,56215,113,155
59.729484,to_game,LOCAL_CLIENT,56215,GAME_ENDPOINT_01,30925,55,97
59.738804,to_game,LOCAL_CLIENT,56215,GAME_ENDPOINT_01,30925,10,52
59.743293,from_game,GAME_ENDPOINT_01,30925,LOCAL_CLIENT,56215,151,193
59.746686,to_game,LOCAL_CLIENT,56215,GAME_ENDPOINT_01,30925,10,52
59.760833,from_game,GAME_ENDPOINT_01,30925,LOCAL_CLIENT,56215,70,112
59.771104,to_game,LOCAL_CLIENT,56215,GAME_ENDPOINT_01,30925,43,85
59.777011,from_game,GAME_ENDPOINT_01,30925,LOCAL_CLIENT,56215,139,181
59.779982,to_game,LOCAL_CLIENT,56215,GAME_ENDPOINT_01,30925,10,52
59.794278,from_game,GAME_ENDPOINT_01,30925,LOCAL_CLIENT,56215,107,149
59.805287,to_game,LOCAL_CLIENT,56215,GAME_ENDPOINT_01,30925,10,52
59.810323,from_game,GAME_ENDPOINT_01,30925,LOCAL_CLIENT,56215,84,126
59.813759,to_game,LOCAL_CLIENT,56215,GAME_ENDPOINT_01,30925,63,105
59.827724,from_game,GAME_ENDPOINT_01,30925,LOCAL_CLIENT,56215,136,178
59.838666,to_game,LOCAL_CLIENT,56215,GAME_ENDPOINT_01,30925,10,52
59.844366,from_game,GAME_ENDPOINT_01,30925,LOCAL_CLIENT,56215,120,162
59.852745,to_game,LOCAL_CLIENT,56215,GAME_ENDPOINT_01,30925,10,52
59.859140,to_game,LOCAL_CLIENT,56215,GAME_ENDPOINT_01,30925,43,85
59.861179,from_game,GAME_ENDPOINT_01,30925,LOCAL_CLIENT,56215,117,159
59.867550,to_game,LOCAL_CLIENT,56215,GAME_ENDPOINT_01,30925,10,52
59.877123,from_game,GAME_ENDPOINT_01,30925,LOCAL_CLIENT,56215,88,130
59.883898,to_game,LOCAL_CLIENT,56215,GAME_ENDPOINT_01,30925,10,52
59.894310,from_game,GAME_ENDPOINT_01,30925,LOCAL_CLIENT,56215,121,163
59.900994,to_game,LOCAL_CLIENT,56215,GAME_ENDPOINT_01,30925,49,91
59.910923,from_game,GAME_ENDPOINT_01,30925,LOCAL_CLIENT,56215,83,125
59.917404,to_game,LOCAL_CLIENT,56215,GAME_ENDPOINT_01,30925,10,52
59.927638,from_game,GAME_ENDPOINT_01,30925,LOCAL_CLIENT,56215,130,172
59.934491,to_game,LOCAL_CLIENT,56215,GAME_ENDPOINT_01,30925,10,52
59.943454,to_game,LOCAL_CLIENT,56215,GAME_ENDPOINT_01,30925,48,90
59.944553,from_game,GAME_ENDPOINT_01,30925,LOCAL_CLIENT,56215,131,173
59.953220,to_game,LOCAL_CLIENT,56215,GAME_ENDPOINT_01,30925,10,52
59.961863,from_game,GAME_ENDPOINT_01,30925,LOCAL_CLIENT,56215,155,197
59.971931,to_game,LOCAL_CLIENT,56215,GAME_ENDPOINT_01,30925,10,52
59.977437,from_game,GAME_ENDPOINT_01,30925,LOCAL_CLIENT,56215,99,141
59.985877,to_game,LOCAL_CLIENT,56215,GAME_ENDPOINT_01,30925,48,90
59.995733,from_game,GAME_ENDPOINT_01,30925,LOCAL_CLIENT,56215,136,178
60.001877,to_game,LOCAL_CLIENT,56215,GAME_ENDPOINT_01,30925,10,52
60.011503,from_game,GAME_ENDPOINT_01,30925,LOCAL_CLIENT,56215,87,129
60.018726,to_game,LOCAL_CLIENT,56215,GAME_ENDPOINT_01,30925,10,52
60.027330,to_game,LOCAL_CLIENT,56215,GAME_ENDPOINT_01,30925,48,90
60.031367,from_game,GAME_ENDPOINT_01,30925,LOCAL_CLIENT,56215,461,503
60.040123,to_game,LOCAL_CLIENT,56215,GAME_ENDPOINT_01,30925,10,52
60.044497,from_game,GAME_ENDPOINT_01,30925,LOCAL_CLIENT,56215,115,157
60.053764,to_game,LOCAL_CLIENT,56215,GAME_ENDPOINT_01,30925,10,52
60.061786,from_game,GAME_ENDPOINT_01,30925,LOCAL_CLIENT,56215,86,128
60.070546,to_game,LOCAL_CLIENT,56215,GAME_ENDPOINT_01,30925,47,89
60.078407,from_game,GAME_ENDPOINT_01,30925,LOCAL_CLIENT,56215,140,182
60.086600,to_game,LOCAL_CLIENT,56215,GAME_ENDPOINT_01,30925,10,52
60.095155,from_game,GAME_ENDPOINT_01,30925,LOCAL_CLIENT,56215,126,168
60.103104,to_game,LOCAL_CLIENT,56215,GAME_ENDPOINT_01,30925,10,52
60.111289,to_game,LOCAL_CLIENT,56215,GAME_ENDPOINT_01,30925,46,88
60.111475,from_game,GAME_ENDPOINT_01,30925,LOCAL_CLIENT,56215,82,124
60.120266,to_game,LOCAL_CLIENT,56215,GAME_ENDPOINT_01,30925,10,52
60.128528,from_game,GAME_ENDPOINT_01,30925,LOCAL_CLIENT,56215,117,159
60.137643,to_game,LOCAL_CLIENT,56215,GAME_ENDPOINT_01,30925,10,52
60.144879,from_game,GAME_ENDPOINT_01,30925,LOCAL_CLIENT,56215,153,195
60.154819,to_game,LOCAL_CLIENT,56215,GAME_ENDPOINT_01,30925,47,89
60.162042,from_game,GAME_ENDPOINT_01,30925,LOCAL_CLIENT,56215,73,115
60.170667,to_game,LOCAL_CLIENT,56215,GAME_ENDPOINT_01,30925,10,52
60.178459,from_game,GAME_ENDPOINT_01,30925,LOCAL_CLIENT,56215,293,335
60.187985,to_game,LOCAL_CLIENT,56215,GAME_ENDPOINT_01,30925,10,52
60.195673,to_game,LOCAL_CLIENT,56215,GAME_ENDPOINT_01,30925,48,90
60.195829,from_game,GAME_ENDPOINT_01,30925,LOCAL_CLIENT,56215,220,262
60.205102,to_game,LOCAL_CLIENT,56215,GAME_ENDPOINT_01,30925,10,52
60.211342,from_game,GAME_ENDPOINT_01,30925,LOCAL_CLIENT,56215,147,189
60.223617,to_game,LOCAL_CLIENT,56215,GAME_ENDPOINT_01,30925,11,53
60.230446,from_game,GAME_ENDPOINT_01,30925,LOCAL_CLIENT,56215,142,184
60.238603,to_game,LOCAL_CLIENT,56215,GAME_ENDPOINT_01,30925,47,89
60.245375,from_game,GAME_ENDPOINT_01,30925,LOCAL_CLIENT,56215,150,192
60.255781,to_game,LOCAL_CLIENT,56215,GAME_ENDPOINT_01,30925,11,53
60.263427,from_game,GAME_ENDPOINT_01,30925,LOCAL_CLIENT,56215,121,163
60.272084,to_game,LOCAL_CLIENT,56215,GAME_ENDPOINT_01,30925,10,52
60.278297,from_game,GAME_ENDPOINT_01,30925,LOCAL_CLIENT,56215,109,151
60.280272,to_game,LOCAL_CLIENT,56215,GAME_ENDPOINT_01,30925,47,89
60.290257,to_game,LOCAL_CLIENT,56215,GAME_ENDPOINT_01,30925,10,52
60.296359,from_game,GAME_ENDPOINT_01,30925,LOCAL_CLIENT,56215,148,190
60.305922,to_game,LOCAL_CLIENT,56215,GAME_ENDPOINT_01,30925,10,52
60.312508,from_game,GAME_ENDPOINT_01,30925,LOCAL_CLIENT,56215,194,236
60.313780,to_game,LOCAL_CLIENT,56215,GAME_ENDPOINT_01,30925,24,66
60.325648,to_game,LOCAL_CLIENT,56215,GAME_ENDPOINT_01,30925,46,88
60.329880,from_game,GAME_ENDPOINT_01,30925,LOCAL_CLIENT,56215,151,193
60.335523,to_game,LOCAL_CLIENT,56215,GAME_ENDPOINT_01,30925,10,52
60.346675,from_game,GAME_ENDPOINT_01,30925,LOCAL_CLIENT,56215,153,195
60.356652,to_game,LOCAL_CLIENT,56215,GAME_ENDPOINT_01,30925,10,52
60.363174,from_game,GAME_ENDPOINT_01,30925,LOCAL_CLIENT,56215,116,158
60.364993,to_game,LOCAL_CLIENT,56215,GAME_ENDPOINT_01,30925,48,90
60.374141,to_game,LOCAL_CLIENT,56215,GAME_ENDPOINT_01,30925,10,52
60.380227,from_game,GAME_ENDPOINT_01,30925,LOCAL_CLIENT,56215,330,372
60.393616,to_game,LOCAL_CLIENT,56215,GAME_ENDPOINT_01,30925,10,52
60.396600,from_game,GAME_ENDPOINT_01,30925,LOCAL_CLIENT,56215,116,158
60.404846,to_game,LOCAL_CLIENT,56215,GAME_ENDPOINT_01,30925,10,52
60.412753,from_game,GAME_ENDPOINT_01,30925,LOCAL_CLIENT,56215,107,149
60.414245,to_game,LOCAL_CLIENT,56215,GAME_ENDPOINT_01,30925,46,88
60.422492,to_game,LOCAL_CLIENT,56215,GAME_ENDPOINT_01,30925,10,52
60.429925,from_game,GAME_ENDPOINT_01,30925,LOCAL_CLIENT,56215,99,141
60.441465,to_game,LOCAL_CLIENT,56215,GAME_ENDPOINT_01,30925,10,52
60.446403,from_game,GAME_ENDPOINT_01,30925,LOCAL_CLIENT,56215,148,190
60.455797,to_game,LOCAL_CLIENT,56215,GAME_ENDPOINT_01,30925,10,52
60.463625,to_game,LOCAL_CLIENT,56215,GAME_ENDPOINT_01,30925,48,90
60.464477,from_game,GAME_ENDPOINT_01,30925,LOCAL_CLIENT,56215,347,389
60.472368,to_game,LOCAL_CLIENT,56215,GAME_ENDPOINT_01,30925,10,52
60.479509,from_game,GAME_ENDPOINT_01,30925,LOCAL_CLIENT,56215,124,166
60.486755,to_game,LOCAL_CLIENT,56215,GAME_ENDPOINT_01,30925,10,52
60.497731,from_game,GAME_ENDPOINT_01,30925,LOCAL_CLIENT,56215,122,164
60.504846,to_game,LOCAL_CLIENT,56215,GAME_ENDPOINT_01,30925,48,90
60.513840,from_game,GAME_ENDPOINT_01,30925,LOCAL_CLIENT,56215,96,138
60.525156,to_game,LOCAL_CLIENT,56215,GAME_ENDPOINT_01,30925,9,51
60.530844,from_game,GAME_ENDPOINT_01,30925,LOCAL_CLIENT,56215,128,170
60.542074,to_game,LOCAL_CLIENT,56215,GAME_ENDPOINT_01,30925,10,52
60.547050,from_game,GAME_ENDPOINT_01,30925,LOCAL_CLIENT,56215,116,158
60.550022,to_game,LOCAL_CLIENT,56215,GAME_ENDPOINT_01,30925,49,91
60.560221,to_game,LOCAL_CLIENT,56215,GAME_ENDPOINT_01,30925,10,52
60.564096,from_game,GAME_ENDPOINT_01,30925,LOCAL_CLIENT,56215,78,120
60.568962,to_game,LOCAL_CLIENT,56215,GAME_ENDPOINT_01,30925,10,52
60.580141,from_game,GAME_ENDPOINT_01,30925,LOCAL_CLIENT,56215,97,139
60.592685,to_game,LOCAL_CLIENT,56215,GAME_ENDPOINT_01,30925,48,90
60.597685,from_game,GAME_ENDPOINT_01,30925,LOCAL_CLIENT,56215,137,179
60.608352,to_game,LOCAL_CLIENT,56215,GAME_ENDPOINT_01,30925,10,52
60.613391,from_game,GAME_ENDPOINT_01,30925,LOCAL_CLIENT,56215,91,133
60.623348,to_game,LOCAL_CLIENT,56215,GAME_ENDPOINT_01,30925,10,52
60.631442,to_game,LOCAL_CLIENT,56215,GAME_ENDPOINT_01,30925,48,90
60.631472,from_game,GAME_ENDPOINT_01,30925,LOCAL_CLIENT,56215,137,179
60.640408,to_game,LOCAL_CLIENT,56215,GAME_ENDPOINT_01,30925,10,52
60.647567,from_game,GAME_ENDPOINT_01,30925,LOCAL_CLIENT,56215,155,197
60.655159,to_game,LOCAL_CLIENT,56215,GAME_ENDPOINT_01,30925,10,52
60.665527,from_game,GAME_ENDPOINT_01,30925,LOCAL_CLIENT,56215,98,140
60.671845,to_game,LOCAL_CLIENT,56215,GAME_ENDPOINT_01,30925,48,90
60.680042,from_game,GAME_ENDPOINT_01,30925,LOCAL_CLIENT,56215,89,131
60.688701,to_game,LOCAL_CLIENT,56215,GAME_ENDPOINT_01,30925,10,52
60.698203,from_game,GAME_ENDPOINT_01,30925,LOCAL_CLIENT,56215,118,160
60.705481,to_game,LOCAL_CLIENT,56215,GAME_ENDPOINT_01,30925,10,52
60.714075,to_game,LOCAL_CLIENT,56215,GAME_ENDPOINT_01,30925,48,90
60.714690,from_game,GAME_ENDPOINT_01,30925,LOCAL_CLIENT,56215,136,178
60.722623,to_game,LOCAL_CLIENT,56215,GAME_ENDPOINT_01,30925,10,52
60.731249,from_game,GAME_ENDPOINT_01,30925,LOCAL_CLIENT,56215,101,143
60.738857,to_game,LOCAL_CLIENT,56215,GAME_ENDPOINT_01,30925,10,52
60.748610,from_game,GAME_ENDPOINT_01,30925,LOCAL_CLIENT,56215,151,193
60.754100,to_game,LOCAL_CLIENT,56215,GAME_ENDPOINT_01,30925,48,90
60.764733,from_game,GAME_ENDPOINT_01,30925,LOCAL_CLIENT,56215,92,134
60.772673,to_game,LOCAL_CLIENT,56215,GAME_ENDPOINT_01,30925,10,52
60.781364,from_game,GAME_ENDPOINT_01,30925,LOCAL_CLIENT,56215,102,144
60.789079,to_game,LOCAL_CLIENT,56215,GAME_ENDPOINT_01,30925,10,52
60.797613,to_game,LOCAL_CLIENT,56215,GAME_ENDPOINT_01,30925,48,90
60.798244,from_game,GAME_ENDPOINT_01,30925,LOCAL_CLIENT,56215,84,126
60.806010,to_game,LOCAL_CLIENT,56215,GAME_ENDPOINT_01,30925,10,52
60.814032,from_game,GAME_ENDPOINT_01,30925,LOCAL_CLIENT,56215,89,131
60.815255,to_game,LOCAL_CLIENT,56215,GAME_ENDPOINT_01,30925,25,67
60.823888,to_game,LOCAL_CLIENT,56215,GAME_ENDPOINT_01,30925,10,52
60.832660,from_game,GAME_ENDPOINT_01,30925,LOCAL_CLIENT,56215,105,147
60.842338,to_game,LOCAL_CLIENT,56215,GAME_ENDPOINT_01,30925,48,90
60.849060,from_game,GAME_ENDPOINT_01,30925,LOCAL_CLIENT,56215,113,155
60.855356,to_game,LOCAL_CLIENT,56215,GAME_ENDPOINT_01,30925,10,52
60.865522,from_game,GAME_ENDPOINT_01,30925,LOCAL_CLIENT,56215,138,180
60.871378,to_game,LOCAL_CLIENT,56215,GAME_ENDPOINT_01,30925,10,52
60.882061,from_game,GAME_ENDPOINT_01,30925,LOCAL_CLIENT,56215,161,203
60.888634,to_game,LOCAL_CLIENT,56215,GAME_ENDPOINT_01,30925,47,89
60.899019,from_game,GAME_ENDPOINT_01,30925,LOCAL_CLIENT,56215,134,176
60.904621,to_game,LOCAL_CLIENT,56215,GAME_ENDPOINT_01,30925,10,52
60.915290,from_game,GAME_ENDPOINT_01,30925,LOCAL_CLIENT,56215,170,212
60.923407,to_game,LOCAL_CLIENT,56215,GAME_ENDPOINT_01,30925,10,52
60.932051,to_game,LOCAL_CLIENT,56215,GAME_ENDPOINT_01,30925,47,89
60.933125,from_game,GAME_ENDPOINT_01,30925,LOCAL_CLIENT,56215,77,119
60.941243,to_game,LOCAL_CLIENT,56215,GAME_ENDPOINT_01,30925,10,52
60.948366,from_game,GAME_ENDPOINT_01,30925,LOCAL_CLIENT,56215,113,155
60.957995,to_game,LOCAL_CLIENT,56215,GAME_ENDPOINT_01,30925,9,51
60.966419,from_game,GAME_ENDPOINT_01,30925,LOCAL_CLIENT,56215,88,130
60.974668,to_game,LOCAL_CLIENT,56215,GAME_ENDPOINT_01,30925,49,91
60.981595,from_game,GAME_ENDPOINT_01,30925,LOCAL_CLIENT,56215,121,163
60.993583,to_game,LOCAL_CLIENT,56215,GAME_ENDPOINT_01,30925,10,52
60.999601,from_game,GAME_ENDPOINT_01,30925,LOCAL_CLIENT,56215,128,170
61.008859,to_game,LOCAL_CLIENT,56215,GAME_ENDPOINT_01,30925,10,52
61.015267,from_game,GAME_ENDPOINT_01,30925,LOCAL_CLIENT,56215,91,133
61.016711,to_game,LOCAL_CLIENT,56215,GAME_ENDPOINT_01,30925,47,89
61.026215,to_game,LOCAL_CLIENT,56215,GAME_ENDPOINT_01,30925,10,52
61.033144,from_game,GAME_ENDPOINT_01,30925,LOCAL_CLIENT,56215,82,124
61.043215,to_game,LOCAL_CLIENT,56215,GAME_ENDPOINT_01,30925,10,52
61.049879,from_game,GAME_ENDPOINT_01,30925,LOCAL_CLIENT,56215,111,153
61.053794,to_game,LOCAL_CLIENT,56215,GAME_ENDPOINT_01,30925,10,52
61.061103,to_game,LOCAL_CLIENT,56215,GAME_ENDPOINT_01,30925,49,91
61.066701,from_game,GAME_ENDPOINT_01,30925,LOCAL_CLIENT,56215,141,183
61.076985,to_game,LOCAL_CLIENT,56215,GAME_ENDPOINT_01,30925,46,88
61.082693,from_game,GAME_ENDPOINT_01,30925,LOCAL_CLIENT,56215,81,123
61.093918,to_game,LOCAL_CLIENT,56215,GAME_ENDPOINT_01,30925,10,52
61.099947,from_game,GAME_ENDPOINT_01,30925,LOCAL_CLIENT,56215,125,167
61.110533,to_game,LOCAL_CLIENT,56215,GAME_ENDPOINT_01,30925,10,52
61.116790,from_game,GAME_ENDPOINT_01,30925,LOCAL_CLIENT,56215,158,200
61.118226,to_game,LOCAL_CLIENT,56215,GAME_ENDPOINT_01,30925,48,90
61.126491,to_game,LOCAL_CLIENT,56215,GAME_ENDPOINT_01,30925,10,52
61.133011,from_game,GAME_ENDPOINT_01,30925,LOCAL_CLIENT,56215,78,120
61.145697,to_game,LOCAL_CLIENT,56215,GAME_ENDPOINT_01,30925,10,52
61.149956,from_game,GAME_ENDPOINT_01,30925,LOCAL_CLIENT,56215,124,166
61.156003,to_game,LOCAL_CLIENT,56215,GAME_ENDPOINT_01,30925,9,51
61.167079,from_game,GAME_ENDPOINT_01,30925,LOCAL_CLIENT,56215,136,178
61.168729,to_game,LOCAL_CLIENT,56215,GAME_ENDPOINT_01,30925,48,90
61.178262,to_game,LOCAL_CLIENT,56215,GAME_ENDPOINT_01,30925,10,52
61.183217,from_game,GAME_ENDPOINT_01,30925,LOCAL_CLIENT,56215,100,142
61.197108,to_game,LOCAL_CLIENT,56215,GAME_ENDPOINT_01,30925,10,52
61.200075,from_game,GAME_ENDPOINT_01,30925,LOCAL_CLIENT,56215,157,199
61.209958,to_game,LOCAL_CLIENT,56215,GAME_ENDPOINT_01,30925,10,52
61.216365,from_game,GAME_ENDPOINT_01,30925,LOCAL_CLIENT,56215,118,160
61.221085,to_game,LOCAL_CLIENT,56215,GAME_ENDPOINT_01,30925,47,89
61.230709,to_game,LOCAL_CLIENT,56215,GAME_ENDPOINT_01,30925,10,52
61.235206,from_game,GAME_ENDPOINT_01,30925,LOCAL_CLIENT,56215,112,154
61.249203,to_game,LOCAL_CLIENT,56215,GAME_ENDPOINT_01,30925,10,52
61.249385,from_game,GAME_ENDPOINT_01,30925,LOCAL_CLIENT,56215,118,160
61.257006,to_game,LOCAL_CLIENT,56215,GAME_ENDPOINT_01,30925,10,52
61.265558,to_game,LOCAL_CLIENT,56215,GAME_ENDPOINT_01,30925,50,92
61.267957,from_game,GAME_ENDPOINT_01,30925,LOCAL_CLIENT,56215,168,210
61.274103,to_game,LOCAL_CLIENT,56215,GAME_ENDPOINT_01,30925,10,52
61.282461,from_game,GAME_ENDPOINT_01,30925,LOCAL_CLIENT,56215,84,126
61.290836,to_game,LOCAL_CLIENT,56215,GAME_ENDPOINT_01,30925,10,52
61.301315,from_game,GAME_ENDPOINT_01,30925,LOCAL_CLIENT,56215,154,196
61.307225,to_game,LOCAL_CLIENT,56215,GAME_ENDPOINT_01,30925,49,91
61.315948,to_game,LOCAL_CLIENT,56215,GAME_ENDPOINT_01,30925,24,66
61.316607,from_game,GAME_ENDPOINT_01,30925,LOCAL_CLIENT,56215,107,149
61.324111,to_game,LOCAL_CLIENT,56215,GAME_ENDPOINT_01,30925,10,52
61.335438,from_game,GAME_ENDPOINT_01,30925,LOCAL_CLIENT,56215,115,157
61.341042,to_game,LOCAL_CLIENT,56215,GAME_ENDPOINT_01,30925,10,52
61.349010,to_game,LOCAL_CLIENT,56215,GAME_ENDPOINT_01,30925,47,89
61.350729,from_game,GAME_ENDPOINT_01,30925,LOCAL_CLIENT,56215,157,199
61.357492,to_game,LOCAL_CLIENT,56215,GAME_ENDPOINT_01,30925,10,52
61.367610,from_game,GAME_ENDPOINT_01,30925,LOCAL_CLIENT,56215,108,150
61.381744,to_game,LOCAL_CLIENT,56215,GAME_ENDPOINT_01,30925,10,52
61.383771,from_game,GAME_ENDPOINT_01,30925,LOCAL_CLIENT,56215,88,130
61.390945,to_game,LOCAL_CLIENT,56215,GAME_ENDPOINT_01,30925,49,91
61.401451,from_game,GAME_ENDPOINT_01,30925,LOCAL_CLIENT,56215,115,157
61.408149,to_game,LOCAL_CLIENT,56215,GAME_ENDPOINT_01,30925,10,52
61.416338,to_game,LOCAL_CLIENT,56215,GAME_ENDPOINT_01,30925,48,90
61.419844,from_game,GAME_ENDPOINT_01,30925,LOCAL_CLIENT,56215,121,163
61.430787,to_game,LOCAL_CLIENT,56215,GAME_ENDPOINT_01,30925,10,52
61.435940,from_game,GAME_ENDPOINT_01,30925,LOCAL_CLIENT,56215,89,131
61.440244,to_game,LOCAL_CLIENT,56215,GAME_ENDPOINT_01,30925,10,52
61.451307,from_game,GAME_ENDPOINT_01,30925,LOCAL_CLIENT,56215,156,198
61.456566,to_game,LOCAL_CLIENT,56215,GAME_ENDPOINT_01,30925,48,90
61.469627,from_game,GAME_ENDPOINT_01,30925,LOCAL_CLIENT,56215,103,145
61.481686,to_game,LOCAL_CLIENT,56215,GAME_ENDPOINT_01,30925,10,52
61.487615,from_game,GAME_ENDPOINT_01,30925,LOCAL_CLIENT,56215,258,300
61.502132,to_game,LOCAL_CLIENT,56215,GAME_ENDPOINT_01,30925,46,88
61.504285,from_game,GAME_ENDPOINT_01,30925,LOCAL_CLIENT,56215,172,214
61.511838,to_game,LOCAL_CLIENT,56215,GAME_ENDPOINT_01,30925,10,52
61.521415,from_game,GAME_ENDPOINT_01,30925,LOCAL_CLIENT,56215,354,396
61.530072,to_game,LOCAL_CLIENT,56215,GAME_ENDPOINT_01,30925,10,52
61.538460,from_game,GAME_ENDPOINT_01,30925,LOCAL_CLIENT,56215,98,140
61.547642,to_game,LOCAL_CLIENT,56215,GAME_ENDPOINT_01,30925,48,90
61.555735,from_game,GAME_ENDPOINT_01,30925,LOCAL_CLIENT,56215,787,829
61.568653,to_game,LOCAL_CLIENT,56215,GAME_ENDPOINT_01,30925,10,52
61.569719,from_game,GAME_ENDPOINT_01,30925,LOCAL_CLIENT,56215,136,178
61.581639,to_game,LOCAL_CLIENT,56215,GAME_ENDPOINT_01,30925,10,52
61.586475,from_game,GAME_ENDPOINT_01,30925,LOCAL_CLIENT,56215,110,152
61.591235,to_game,LOCAL_CLIENT,56215,GAME_ENDPOINT_01,30925,48,90
61.600198,to_game,LOCAL_CLIENT,56215,GAME_ENDPOINT_01,30925,10,52
61.604518,from_game,GAME_ENDPOINT_01,30925,LOCAL_CLIENT,56215,122,164
61.616415,to_game,LOCAL_CLIENT,56215,GAME_ENDPOINT_01,30925,10,52
61.618884,from_game,GAME_ENDPOINT_01,30925,LOCAL_CLIENT,56215,129,171
61.625432,to_game,LOCAL_CLIENT,56215,GAME_ENDPOINT_01,30925,10,52
61.634148,to_game,LOCAL_CLIENT,56215,GAME_ENDPOINT_01,30925,48,90
61.637018,from_game,GAME_ENDPOINT_01,30925,LOCAL_CLIENT,56215,81,123
61.649966,to_game,LOCAL_CLIENT,56215,GAME_ENDPOINT_01,30925,10,52
61.652756,from_game,GAME_ENDPOINT_01,30925,LOCAL_CLIENT,56215,122,164
61.658944,to_game,LOCAL_CLIENT,56215,GAME_ENDPOINT_01,30925,10,52
61.670710,from_game,GAME_ENDPOINT_01,30925,LOCAL_CLIENT,56215,95,137
61.678293,to_game,LOCAL_CLIENT,56215,GAME_ENDPOINT_01,30925,48,90
61.686291,from_game,GAME_ENDPOINT_01,30925,LOCAL_CLIENT,56215,102,144
61.693793,to_game,LOCAL_CLIENT,56215,GAME_ENDPOINT_01,30925,10,52
61.705128,from_game,GAME_ENDPOINT_01,30925,LOCAL_CLIENT,56215,107,149
61.710463,to_game,LOCAL_CLIENT,56215,GAME_ENDPOINT_01,30925,10,52
61.719911,to_game,LOCAL_CLIENT,56215,GAME_ENDPOINT_01,30925,47,89
61.720125,from_game,GAME_ENDPOINT_01,30925,LOCAL_CLIENT,56215,92,134
61.729430,to_game,LOCAL_CLIENT,56215,GAME_ENDPOINT_01,30925,10,52
61.737107,from_game,GAME_ENDPOINT_01,30925,LOCAL_CLIENT,56215,73,115
61.747002,to_game,LOCAL_CLIENT,56215,GAME_ENDPOINT_01,30925,10,52
61.755971,from_game,GAME_ENDPOINT_01,30925,LOCAL_CLIENT,56215,658,700
61.770476,from_game,GAME_ENDPOINT_01,30925,LOCAL_CLIENT,56215,337,379
61.773703,to_game,LOCAL_CLIENT,56215,GAME_ENDPOINT_01,30925,49,91
61.786561,from_game,GAME_ENDPOINT_01,30925,LOCAL_CLIENT,56215,90,132
61.789046,to_game,LOCAL_CLIENT,56215,GAME_ENDPOINT_01,30925,10,52
61.802849,to_game,LOCAL_CLIENT,56215,GAME_ENDPOINT_01,30925,10,52
61.803658,from_game,GAME_ENDPOINT_01,30925,LOCAL_CLIENT,56215,110,152
61.813758,to_game,LOCAL_CLIENT,56215,GAME_ENDPOINT_01,30925,63,105
61.820202,from_game,GAME_ENDPOINT_01,30925,LOCAL_CLIENT,56215,114,156
61.832948,to_game,LOCAL_CLIENT,56215,GAME_ENDPOINT_01,30925,10,52
61.837477,from_game,GAME_ENDPOINT_01,30925,LOCAL_CLIENT,56215,106,148
61.844272,to_game,LOCAL_CLIENT,56215,GAME_ENDPOINT_01,30925,10,52
61.853769,from_game,GAME_ENDPOINT_01,30925,LOCAL_CLIENT,56215,107,149
61.857773,to_game,LOCAL_CLIENT,56215,GAME_ENDPOINT_01,30925,48,90
61.869654,from_game,GAME_ENDPOINT_01,30925,LOCAL_CLIENT,56215,156,198
61.872325,to_game,LOCAL_CLIENT,56215,GAME_ENDPOINT_01,30925,10,52
61.884171,to_game,LOCAL_CLIENT,56215,GAME_ENDPOINT_01,30925,10,52
61.885365,from_game,GAME_ENDPOINT_01,30925,LOCAL_CLIENT,56215,93,135
61.893988,to_game,LOCAL_CLIENT,56215,GAME_ENDPOINT_01,30925,10,52
61.902747,to_game,LOCAL_CLIENT,56215,GAME_ENDPOINT_01,30925,48,90
61.903722,from_game,GAME_ENDPOINT_01,30925,LOCAL_CLIENT,56215,111,153
61.914849,to_game,LOCAL_CLIENT,56215,GAME_ENDPOINT_01,30925,10,52
61.920918,from_game,GAME_ENDPOINT_01,30925,LOCAL_CLIENT,56215,503,545
61.936131,from_game,GAME_ENDPOINT_01,30925,LOCAL_CLIENT,56215,135,177
61.941253,to_game,LOCAL_CLIENT,56215,GAME_ENDPOINT_01,30925,10,52
61.954197,from_game,GAME_ENDPOINT_01,30925,LOCAL_CLIENT,56215,120,162
